,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
2551,AKX,2024-04-27,2025-08-31,491,Saturday,264294,GBP,13369,500003,132109,0.026737839572962562,9.88174134191039,0.2642164147015118,20-40,B,collierdana,johnwalker@example.org,Bradley Davila,M,64
2552,BYU,2023-08-27,2024-08-11,350,Sunday,148148,USD,36434,500001,118800,0.07286785426429147,3.260690563759126,0.2375995248009504,45-65,M,collierdana,johnwalker@example.org,Bradley Davila,M,64
2553,AKX,2023-05-16,2024-12-23,587,Tuesday,275963,GBP,46972,499997,178529,0.093944563667382,3.800753640466661,0.35706014236085415,25-30,M,collierdana,johnwalker@example.org,Bradley Davila,M,64
2554,GRZ,2024-06-20,2026-05-07,686,Thursday,20845,EUR,3976,500005,17041,0.007951920480795191,4.285965794768612,0.034081659183408164,35-40,M,collierdana,johnwalker@example.org,Bradley Davila,M,64
2555,BYU,2023-10-21,2024-05-27,219,Saturday,728276,EUR,41740,500000,616419,0.08348,14.768064206995687,1.232838,25-35,F,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2556,KTR,2024-02-12,2024-08-18,188,Monday,521082,GBP,29769,499998,421050,0.05953823815295261,14.143908092310793,0.8421033684134737,30-55,B,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2557,AKX,2023-05-27,2023-12-21,208,Saturday,732950,EUR,29043,500001,154900,0.05808588382823234,5.333471060152188,0.3097993804012392,30-50,F,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2558,GRZ,2023-12-26,2025-04-01,462,Tuesday,376330,EUR,68570,500000,82729,0.13714,1.2064897185358028,0.165458,20-40,B,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2559,KTR,2023-07-04,2024-10-23,477,Tuesday,925033,GBP,45647,499997,737300,0.0912945477672866,16.152211536355072,1.4746088476530859,40-50,M,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2560,GRZ,2024-02-05,2024-02-24,19,Monday,318064,GBP,24798,499998,136260,0.04959619838479354,5.49479796757803,0.2725210900843603,30-50,F,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2561,BYU,2024-08-31,2026-04-28,605,Saturday,520628,GBP,12846,499999,56663,0.025692051384102767,4.410945041257979,0.1133262266524533,45-50,M,phillipgutierrez,megan42@example.org,Christopher Warner,M,47
2562,BYU,2023-01-05,2023-08-23,230,Thursday,26411,GBP,5011,499997,25224,0.010022060132360794,5.033725803232888,0.05044830268981614,30-45,M,kristen40,diana94@example.com,Terry Long,F,76
2563,BYU,2024-04-04,2026-01-30,666,Thursday,577795,EUR,41586,499998,336339,0.08317233268933076,8.087793969124224,0.6726806907227629,30-35,F,kristen40,diana94@example.com,Terry Long,F,76
2564,AKX,2023-12-30,2025-03-05,431,Saturday,999219,EUR,62122,500002,121169,0.1242435030259879,1.9505006277969157,0.2423370306518774,45-55,B,kristen40,diana94@example.com,Terry Long,F,76
2565,BYU,2023-09-20,2025-03-11,538,Wednesday,996112,USD,31733,499999,920152,0.06346612693225387,28.996691141713672,1.8403076806153613,45-65,B,kristen40,diana94@example.com,Terry Long,F,76
2566,BYU,2024-09-05,2026-07-15,678,Thursday,888541,EUR,47890,499998,661248,0.09578038312153249,13.8076425140948,1.32250129000516,20-25,F,kristen40,diana94@example.com,Terry Long,F,76
2567,AKX,2024-04-05,2024-04-08,3,Friday,712407,GBP,5658,499998,662716,0.011316045264181058,117.12902085542595,1.325437301749207,30-55,B,kristen40,diana94@example.com,Terry Long,F,76
2568,KTR,2024-04-29,2024-09-06,130,Monday,33036,USD,26601,499997,17674,0.053202319213915286,0.6644111123641968,0.03534821208927254,20-35,M,kristen40,diana94@example.com,Terry Long,F,76
2569,BYU,2023-10-29,2025-10-19,721,Sunday,5551,USD,6491,500000,3632,0.012982,0.5595439839778155,0.007264,25-30,F,kristen40,diana94@example.com,Terry Long,F,76
2570,BYU,2024-02-12,2025-07-11,515,Monday,50313,GBP,4652,500001,24384,0.009303981392037216,5.241616509028375,0.04876790246419507,30-45,M,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2571,GRZ,2024-05-21,2024-06-09,19,Tuesday,748672,EUR,77080,499998,721196,0.15416061664246658,9.356460819927348,1.4423977695910783,30-55,B,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2572,GRZ,2024-01-17,2025-06-02,502,Wednesday,979509,USD,56567,499997,590279,0.11313467880807285,10.435041632046953,1.1805650833905004,30-55,F,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2573,AKX,2024-07-28,2026-04-23,634,Sunday,783965,USD,17503,500001,141347,0.035005929988140026,8.075587042221333,0.2826934346131308,45-50,B,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2574,BYU,2023-02-10,2023-04-27,76,Friday,609857,USD,25334,499997,320916,0.050668304009824056,12.667403489381858,0.6418358510151061,35-45,B,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2575,AKX,2023-11-01,2025-04-05,521,Wednesday,961315,GBP,42486,500000,552443,0.084972,13.002942145647978,1.104886,25-40,B,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2576,BYU,2023-11-12,2024-04-08,148,Sunday,199631,USD,40890,500000,14721,0.08178,0.36001467351430666,0.029442,20-45,F,frederickcoleman,carrie69@example.net,Jennifer Ochoa,F,51
2577,GRZ,2023-03-16,2024-08-03,506,Thursday,246724,EUR,39318,499999,98441,0.07863615727231454,2.5037133119690727,0.19688239376478753,45-60,F,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2578,AKX,2023-09-22,2025-05-20,606,Friday,562080,USD,57525,499995,2252,0.11505115051150512,0.03914819643633203,0.004504045040450404,40-45,M,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2579,BYU,2024-07-04,2025-04-28,298,Thursday,868258,EUR,75984,499997,398132,0.15196891181347089,5.239682038323858,0.7962687776126657,30-55,F,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2580,KTR,2024-04-30,2025-10-30,548,Tuesday,149759,GBP,15961,500000,31768,0.031922,1.9903514817367334,0.063536,45-65,F,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2581,BYU,2024-01-11,2024-12-27,351,Thursday,858592,GBP,9268,500000,558853,0.018536,60.299201553733276,1.117706,35-45,F,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2582,BYU,2024-10-18,2026-07-24,644,Friday,754762,USD,25127,499999,258418,0.05025410050820102,10.284474867672225,0.5168370336740673,20-30,F,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2583,GRZ,2023-02-24,2024-09-01,555,Friday,411780,EUR,35987,500002,350898,0.07197371210515158,9.750687748353572,0.7017931928272287,30-55,B,thomasbenjamin,arthur38@example.com,Christian Young,M,24
2584,KTR,2023-08-30,2025-06-03,643,Wednesday,820605,GBP,31275,499999,194616,0.0625501251002502,6.22273381294964,0.38923277846555693,40-55,F,leejames,estesjonathan@example.net,Makayla Woods,F,74
2585,BYU,2024-05-08,2025-07-03,421,Wednesday,594975,USD,43002,499999,72749,0.08600417200834401,1.6917585228594019,0.14549829099658199,25-45,F,leejames,estesjonathan@example.net,Makayla Woods,F,74
2586,BYU,2022-12-16,2022-12-29,13,Friday,236830,USD,57264,500003,230419,0.11452731283612298,4.023802039675887,0.4608352349885901,35-60,F,leejames,estesjonathan@example.net,Makayla Woods,F,74
2587,GRZ,2024-10-20,2025-02-23,126,Sunday,244104,USD,8985,499999,23009,0.01797003594007188,2.560823594880356,0.04601809203618407,30-55,B,leejames,estesjonathan@example.net,Makayla Woods,F,74
2588,GRZ,2023-06-30,2024-10-18,476,Friday,322970,USD,11922,500002,5792,0.023843904624381504,0.48582452608622717,0.011583953664185343,40-55,B,ronald41,qjones@example.net,Chad Thompson,M,84
2589,GRZ,2024-09-09,2025-03-25,197,Monday,357598,EUR,62396,500000,328557,0.124792,5.265674081671902,0.657114,40-65,B,ronald41,qjones@example.net,Chad Thompson,M,84
2590,KTR,2023-03-08,2023-06-03,87,Wednesday,618949,EUR,81246,499997,555964,0.16249297495784976,6.8429707308667505,1.1119346716080296,40-65,B,ronald41,qjones@example.net,Chad Thompson,M,84
2591,BYU,2024-08-10,2024-09-09,30,Saturday,243060,EUR,83064,499995,221286,0.16612966129661297,2.6640421843397863,0.44257642576425765,25-45,F,jason23,moraleslori@example.org,Martin Smith,M,58
2592,AKX,2023-08-13,2024-01-09,149,Sunday,242966,GBP,3952,500000,104662,0.007904,26.483299595141702,0.209324,35-60,B,jason23,moraleslori@example.org,Martin Smith,M,58
2593,GRZ,2024-10-25,2025-07-10,258,Friday,258326,USD,19725,500000,176068,0.03945,8.926134347275031,0.352136,30-40,M,jason23,moraleslori@example.org,Martin Smith,M,58
2594,GRZ,2024-03-08,2025-02-07,336,Friday,944963,USD,23824,499997,35649,0.04764828588971534,1.4963482202820686,0.07129842779056675,30-45,B,jason23,moraleslori@example.org,Martin Smith,M,58
2595,GRZ,2023-06-16,2023-08-15,60,Friday,757593,EUR,18171,500000,367448,0.036342,20.221671894777394,0.734896,30-40,F,jason23,moraleslori@example.org,Martin Smith,M,58
2596,BYU,2023-10-13,2024-10-28,381,Friday,210584,USD,27519,500000,201438,0.055038,7.3199607543878775,0.402876,45-70,B,jason23,moraleslori@example.org,Martin Smith,M,58
2597,BYU,2022-11-30,2024-08-30,639,Wednesday,692161,GBP,51456,500000,571968,0.102912,11.115671641791044,1.143936,40-60,F,jason23,moraleslori@example.org,Martin Smith,M,58
2598,AKX,2024-01-11,2024-01-25,14,Thursday,197543,USD,59544,499998,94384,0.11908847635390542,1.5851135294907968,0.1887687550750203,20-30,B,sean39,christopherbrown@example.org,Susan Holloway,F,81
2599,GRZ,2024-03-13,2024-11-08,240,Wednesday,418636,USD,35682,499998,134795,0.07136428545714182,3.777675018216468,0.26959107836431345,35-55,F,sean39,christopherbrown@example.org,Susan Holloway,F,81
2600,BYU,2024-10-06,2025-08-21,319,Sunday,582852,EUR,22247,500000,67771,0.044494,3.0462983773093,0.135542,35-60,B,sean39,christopherbrown@example.org,Susan Holloway,F,81
2601,KTR,2024-10-07,2025-09-21,349,Monday,441183,USD,45852,500001,374480,0.09170381659236682,8.167146471255343,0.7489585020829959,35-60,B,sean39,christopherbrown@example.org,Susan Holloway,F,81
2602,BYU,2022-11-25,2024-06-12,565,Friday,302614,GBP,49003,500001,200909,0.09800580398839202,4.099932657184254,0.40181719636560725,35-50,M,zsmith,kbrown@example.net,Crystal Neal,F,20
2603,BYU,2023-03-14,2023-10-13,213,Tuesday,648998,USD,22704,500000,63955,0.045408,2.8169045102184636,0.12791,30-55,M,zsmith,kbrown@example.net,Crystal Neal,F,20
2604,BYU,2024-04-23,2025-05-16,388,Tuesday,178922,EUR,21873,499998,115224,0.04374617498469994,5.2678644904677,0.23044892179568718,30-45,F,zsmith,kbrown@example.net,Crystal Neal,F,20
2605,AKX,2024-05-09,2025-03-22,317,Thursday,700534,EUR,71143,499997,397286,0.14228685372112232,5.584330151947486,0.7945767674606048,40-45,B,zsmith,kbrown@example.net,Crystal Neal,F,20
2606,AKX,2023-05-18,2024-07-14,423,Thursday,315670,EUR,73425,499995,166690,0.14685146851468514,2.270207694926796,0.33338333383333835,35-45,B,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2607,BYU,2024-05-06,2025-02-27,297,Monday,88442,GBP,33892,500000,7646,0.067784,0.22559896140682167,0.015292,45-65,M,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2608,KTR,2023-02-26,2024-10-20,602,Sunday,195976,USD,4387,500003,35605,0.008773947356315863,8.116024618190107,0.07120957274256355,35-45,B,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2609,GRZ,2023-02-05,2023-10-30,267,Sunday,139570,GBP,34824,499998,6163,0.06964827859311437,0.1769756489777165,0.012326049304197216,35-45,F,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2610,KTR,2023-03-09,2024-07-06,485,Thursday,309872,USD,55755,499998,64210,0.11151044604178417,1.1516455923235585,0.12842051368205473,45-65,B,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2611,BYU,2023-12-25,2024-07-16,204,Monday,997959,GBP,21187,499999,238724,0.0423740847481695,11.26747533865106,0.4774489548979098,30-40,M,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2612,GRZ,2023-12-25,2024-04-27,124,Monday,360656,USD,30742,500001,160568,0.061483877032245934,5.223082427948735,0.32113535772928453,45-60,M,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2613,KTR,2023-10-12,2025-07-11,638,Thursday,456363,USD,23633,500002,226608,0.047265810936756254,9.58862607371049,0.4532141871432514,20-35,M,rbarnes,austin44@example.net,Emily Mccarthy,F,82
2614,KTR,2024-03-06,2024-08-06,153,Wednesday,41953,USD,57180,500000,14529,0.11436,0.25409233997901365,0.029058,30-50,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2615,BYU,2023-09-19,2025-01-14,483,Tuesday,381441,EUR,18176,500001,50957,0.036351927296145406,2.80353213028169,0.10191379617240766,40-60,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2616,AKX,2024-08-24,2024-09-13,20,Saturday,556613,USD,64136,500000,157973,0.128272,2.4630940501434453,0.315946,45-50,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2617,BYU,2024-03-11,2026-01-11,671,Monday,370291,GBP,21152,500001,42296,0.04230391539216922,1.9996217851739788,0.08459183081633836,20-45,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2618,AKX,2023-08-30,2024-04-18,232,Wednesday,771281,EUR,81498,500004,288933,0.16299469604243166,3.5452771847161895,0.5778613771089831,20-30,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2619,KTR,2024-03-04,2024-08-30,179,Monday,820498,EUR,14171,499996,289903,0.028342226737813902,20.45748359325383,0.5798106384851078,35-40,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2620,BYU,2023-07-29,2024-01-25,180,Saturday,226194,GBP,36982,499997,10220,0.07396444378666273,0.27635065707641554,0.020440122640735844,35-40,F,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2621,GRZ,2023-07-12,2024-03-18,250,Wednesday,699714,USD,58478,500001,470736,0.11695576608846782,8.049796504668421,0.9414701170597659,40-50,B,mhaynes,bethrobertson@example.com,Austin Acosta,M,43
2622,GRZ,2024-01-15,2024-07-05,172,Monday,763798,EUR,35804,499996,301337,0.07160857286858295,8.416294268796783,0.6026788214305715,40-60,F,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2623,GRZ,2023-12-15,2025-10-01,656,Friday,991462,GBP,32781,500002,514983,0.065561737753049,15.709801409352979,1.0299618801524795,40-60,B,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2624,KTR,2024-06-06,2025-08-23,443,Thursday,14070,EUR,24403,499996,147,0.04880639045112361,0.0060238495266975375,0.00029400235201881614,35-40,B,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2625,BYU,2023-05-07,2025-02-14,649,Sunday,666197,USD,50327,499998,505699,0.10065440261761047,10.048264351143521,1.0114020456081825,25-45,M,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2626,AKX,2024-06-01,2025-05-02,335,Saturday,947880,EUR,48006,500001,270554,0.09601180797638405,5.635837187018289,0.5411069177861644,45-55,M,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2627,GRZ,2023-03-29,2024-01-03,280,Wednesday,456479,EUR,23207,500002,306399,0.04641381434474262,13.202869823760073,0.6127955488178047,45-60,M,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2628,KTR,2023-05-26,2023-10-23,150,Friday,508626,EUR,79826,499997,463867,0.1596529579177475,5.810976373612608,0.9277395664373986,20-25,M,aobrien,katherinethornton@example.com,Christopher Mclean,M,76
2629,BYU,2024-04-22,2025-05-19,392,Monday,343101,USD,64608,499998,176302,0.12921651686606747,2.7287951956414065,0.3526054104216417,40-60,B,johnnyshepard,monica16@example.net,Katelyn Roberts,F,83
2630,KTR,2024-06-17,2025-05-04,321,Monday,439086,USD,71417,499997,260392,0.14283485700914206,3.6460786647436887,0.5207871247227484,25-35,B,johnnyshepard,monica16@example.net,Katelyn Roberts,F,83
2631,AKX,2023-12-02,2024-08-28,270,Saturday,704138,USD,22933,499996,622880,0.045866366930935445,27.16085989621942,1.2457699661597292,20-30,M,johnnyshepard,monica16@example.net,Katelyn Roberts,F,83
2632,KTR,2023-02-06,2023-12-23,320,Monday,649626,USD,30244,499998,25308,0.060488241952967814,0.8367940748578231,0.050616202464809856,25-40,B,christopherwest,walter21@example.com,Christopher Cole,M,68
2633,BYU,2024-02-18,2024-04-17,59,Sunday,569686,GBP,64553,499996,419569,0.12910703285626285,6.499604975756355,0.8391447131577052,30-50,B,christopherwest,walter21@example.com,Christopher Cole,M,68
2634,KTR,2024-09-10,2025-01-03,115,Tuesday,335189,GBP,64529,500003,19699,0.12905722565664607,0.30527359791721553,0.03939776361341832,45-65,M,christopherwest,walter21@example.com,Christopher Cole,M,68
2635,KTR,2023-01-16,2024-10-10,633,Monday,250363,USD,52173,499999,52855,0.10434620869241738,1.0130718954248366,0.10571021142042285,25-50,B,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2636,KTR,2024-09-29,2025-10-18,384,Sunday,55177,USD,33530,500001,31152,0.06705986588026824,0.9290784372203996,0.062303875392249214,45-50,F,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2637,BYU,2023-05-12,2024-02-01,265,Friday,792100,USD,10679,499996,110345,0.021358170865366923,10.332896338608483,0.22069176553412428,35-40,M,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2638,AKX,2023-04-23,2024-05-27,400,Sunday,438524,USD,26930,500001,433355,0.05385989228021544,16.091904938730043,0.8667082665834668,25-40,M,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2639,BYU,2023-01-29,2024-08-03,552,Sunday,839404,USD,40566,499998,768635,0.08113232452929811,18.94776413745501,1.5372761491045963,35-45,B,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2640,AKX,2024-07-22,2025-06-04,317,Monday,376835,USD,83108,500000,84823,0.166216,1.0206357992010395,0.169646,40-55,M,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2641,BYU,2022-10-30,2024-02-21,479,Sunday,562019,USD,51366,500000,530745,0.102732,10.33261301249854,1.06149,25-30,M,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2642,GRZ,2024-08-08,2025-11-11,460,Thursday,908373,EUR,23631,499999,901057,0.04726209452418905,38.130294951546695,1.8021176042352085,30-55,F,wagnerrobert,ugentry@example.org,Tracy Vaughan,F,40
2643,AKX,2023-03-24,2023-06-11,79,Friday,678322,USD,33775,499998,579541,0.0675502702010808,17.158874907475944,1.1590866363465453,40-50,B,cdavies,bowenchristine@example.net,Ashley Lewis,F,64
2644,AKX,2023-11-18,2025-06-22,582,Saturday,410639,EUR,82822,500004,384855,0.16564267485860112,4.646772596653063,0.769703842369261,25-30,M,cdavies,bowenchristine@example.net,Ashley Lewis,F,64
2645,KTR,2023-12-15,2025-01-06,388,Friday,862601,GBP,27580,500000,81995,0.05516,2.972987672226251,0.16399,25-45,F,cdavies,bowenchristine@example.net,Ashley Lewis,F,64
2646,GRZ,2023-10-21,2024-09-29,344,Saturday,30536,GBP,17533,499996,26217,0.03506628053024424,1.4952945873495693,0.052434419475355806,25-40,B,reedashley,gclark@example.net,Debbie Soto,F,83
2647,BYU,2023-04-21,2024-08-13,480,Friday,843469,EUR,44206,500002,513353,0.08841164635341459,11.612744876261141,1.0267018931924272,30-50,B,reedashley,gclark@example.net,Debbie Soto,F,83
2648,AKX,2022-11-30,2023-07-17,229,Wednesday,926630,GBP,81348,500001,746431,0.16269567460865078,9.175775679795446,1.4928590142819715,20-25,B,reedashley,gclark@example.net,Debbie Soto,F,83
2649,AKX,2023-01-08,2024-04-23,471,Sunday,644063,EUR,50784,500000,88744,0.101568,1.7474795211090106,0.177488,45-55,F,reedashley,gclark@example.net,Debbie Soto,F,83
2650,BYU,2022-12-06,2024-08-10,613,Tuesday,361598,EUR,68176,499999,253872,0.13635227270454542,3.723773762027693,0.5077450154900309,30-35,F,reedashley,gclark@example.net,Debbie Soto,F,83
2651,GRZ,2024-09-10,2025-08-08,332,Tuesday,467568,USD,46020,500001,457024,0.09203981592036815,9.930986527596698,0.9140461719076561,35-45,B,reedashley,gclark@example.net,Debbie Soto,F,83
2652,AKX,2023-05-26,2025-01-25,610,Friday,676761,USD,26564,499996,544996,0.05312842502740022,20.516337900918536,1.09000072000576,45-70,M,reedashley,gclark@example.net,Debbie Soto,F,83
2653,KTR,2024-10-24,2026-06-21,605,Thursday,409962,USD,10804,499999,362899,0.021608043216086434,33.58931877082562,0.7257994515989032,20-45,M,reedashley,gclark@example.net,Debbie Soto,F,83
2654,AKX,2023-05-31,2024-12-31,580,Wednesday,638174,USD,87469,500003,322742,0.17493695037829773,3.6897872389074986,0.6454801271192373,45-50,F,opeterson,michael71@example.org,Sandra Gibson,F,35
2655,AKX,2023-10-24,2025-05-03,557,Tuesday,121677,GBP,13785,499999,56134,0.02757005514011028,4.072107363075807,0.11226822453644908,35-40,M,opeterson,michael71@example.org,Sandra Gibson,F,35
2656,GRZ,2022-11-10,2024-08-29,658,Thursday,871929,EUR,1528,499996,485062,0.0030560244481955857,317.44895287958116,0.9701317610540884,25-40,B,opeterson,michael71@example.org,Sandra Gibson,F,35
2657,KTR,2023-05-25,2024-05-12,353,Thursday,357900,EUR,35786,499997,67850,0.0715724294345766,1.8959928463645002,0.13570081420488522,45-65,B,opeterson,michael71@example.org,Sandra Gibson,F,35
2658,BYU,2024-04-16,2025-01-20,279,Tuesday,236754,USD,44343,499997,136763,0.08868653211919271,3.0842072029407124,0.273527641165847,30-35,M,opeterson,michael71@example.org,Sandra Gibson,F,35
2659,AKX,2023-12-18,2025-10-22,674,Monday,33670,GBP,22067,500000,32965,0.044134,1.4938596093714596,0.06593,35-60,F,zlee,vspencer@example.com,Christopher Richardson,M,82
2660,KTR,2023-10-25,2023-11-04,10,Wednesday,462633,USD,33771,500002,367694,0.06754172983308067,10.887862367119718,0.7353850584597662,25-30,F,zlee,vspencer@example.com,Christopher Richardson,M,82
2661,BYU,2024-04-02,2025-04-21,384,Tuesday,959477,USD,27666,499996,218024,0.05533244265954128,7.880575435552664,0.4360514884119073,20-25,B,zlee,vspencer@example.com,Christopher Richardson,M,82
2662,BYU,2024-05-19,2025-08-16,454,Sunday,120608,USD,69447,500001,15594,0.13889372221255558,0.22454533673160829,0.03118793762412475,20-25,M,zlee,vspencer@example.com,Christopher Richardson,M,82
2663,KTR,2024-07-07,2025-11-25,506,Sunday,872354,EUR,33154,499999,40202,0.06630813261626524,1.2125837003076552,0.08040416080832162,45-70,F,zlee,vspencer@example.com,Christopher Richardson,M,82
2664,AKX,2024-02-20,2025-03-17,391,Tuesday,382631,USD,31780,499998,32560,0.06356025424101697,1.024543738200126,0.06512026048104193,25-40,B,zlee,vspencer@example.com,Christopher Richardson,M,82
2665,BYU,2023-02-27,2024-10-16,597,Monday,518241,EUR,31661,500003,412395,0.06332162007027958,13.025330848678184,0.8247850512896923,45-60,M,bgallegos,valerie00@example.org,Joshua Allen,M,30
2666,KTR,2024-03-31,2024-11-23,237,Sunday,520094,EUR,83700,499998,373971,0.1674006696026784,4.467992831541219,0.7479449917799671,40-55,F,bgallegos,valerie00@example.org,Joshua Allen,M,30
2667,KTR,2023-05-04,2023-05-18,14,Thursday,520672,USD,34123,499996,264816,0.06824654597236778,7.760630659672362,0.5296362370898967,40-45,M,bgallegos,valerie00@example.org,Joshua Allen,M,30
2668,BYU,2023-12-20,2024-01-15,26,Wednesday,996983,GBP,64387,500004,964134,0.12877296981624148,14.974047556183702,1.928252573979408,25-45,M,rebekahwillis,jamesclark@example.net,Ryan Martinez,M,51
2669,AKX,2023-12-23,2025-08-20,606,Saturday,811157,GBP,65864,499998,321048,0.13172852691410766,4.874407870763998,0.6420985683942736,20-45,M,rebekahwillis,jamesclark@example.net,Ryan Martinez,M,51
2670,BYU,2022-10-30,2023-10-06,341,Sunday,278293,GBP,81200,500000,63409,0.1624,0.7808990147783251,0.126818,40-45,B,emilyhubbard,ewalker@example.org,Jordan Figueroa,M,55
2671,AKX,2023-12-12,2024-10-17,310,Tuesday,287951,USD,30173,499998,260456,0.06034624138496554,8.632088290856064,0.5209140836563346,25-30,F,emilyhubbard,ewalker@example.org,Jordan Figueroa,M,55
2672,GRZ,2024-09-26,2026-05-12,593,Thursday,617955,EUR,33575,500001,71821,0.0671498657002686,2.139121370067014,0.14364171271657455,20-35,F,scottgaines,kathryn51@example.org,Dylan Lang,M,48
2673,AKX,2023-08-10,2024-03-12,215,Thursday,992545,EUR,26687,499999,804351,0.053374106748213496,30.140180612283135,1.6087052174104348,35-45,M,scottgaines,kathryn51@example.org,Dylan Lang,M,48
2674,KTR,2024-10-02,2025-07-16,287,Wednesday,256345,EUR,43392,500000,179630,0.086784,4.139703171091446,0.35926,40-50,B,scottgaines,kathryn51@example.org,Dylan Lang,M,48
2675,BYU,2024-03-23,2025-09-08,534,Saturday,189241,EUR,72521,499998,184689,0.14504258017032068,2.54669681885247,0.36937947751791006,35-40,F,tamaraleon,greenjeffery@example.com,Johnny Johnson,M,63
2676,KTR,2023-12-11,2024-02-01,52,Monday,802578,USD,36801,500001,566339,0.0736018527962944,15.389228553571915,1.1326757346485308,40-50,F,tamaraleon,greenjeffery@example.com,Johnny Johnson,M,63
2677,KTR,2023-10-28,2025-04-29,549,Saturday,577168,EUR,59310,499999,167660,0.11862023724047448,2.826842016523352,0.3353206706413413,30-55,F,michaelroberts,jnorman@example.org,Laura Lewis,F,22
2678,BYU,2024-02-11,2025-06-18,493,Sunday,624573,EUR,84257,500000,459004,0.168514,5.447666069288012,0.918008,40-65,M,michaelroberts,jnorman@example.org,Laura Lewis,F,22
2679,KTR,2023-01-07,2023-06-11,155,Saturday,294621,USD,34741,499998,77611,0.06948227792911171,2.233988658933249,0.15522262089048355,40-60,F,michaelroberts,jnorman@example.org,Laura Lewis,F,22
2680,BYU,2023-06-22,2025-05-01,679,Thursday,950111,GBP,59946,499997,744959,0.11989271935631614,12.427167784339238,1.4899269395616375,35-55,M,michaelroberts,jnorman@example.org,Laura Lewis,F,22
2681,BYU,2023-01-22,2024-04-09,443,Sunday,974132,EUR,36514,500003,326024,0.073027561834629,8.928739661499698,0.6520440877354736,40-50,F,brian82,tonya55@example.com,Corey Chase,M,59
2682,BYU,2023-12-23,2024-06-27,187,Saturday,858848,USD,28876,499999,130345,0.05775211550423101,4.513956226624186,0.26069052138104276,25-35,B,brian82,tonya55@example.com,Corey Chase,M,59
2683,GRZ,2023-04-25,2024-07-22,454,Tuesday,808159,EUR,85078,499998,254213,0.1701566806267225,2.987999247749124,0.5084280337121349,40-65,M,brian82,tonya55@example.com,Corey Chase,M,59
2684,AKX,2023-01-24,2023-03-18,53,Tuesday,149104,GBP,60744,499997,143358,0.1214887289323736,2.3600355590675623,0.2867177203063218,20-30,F,brian82,tonya55@example.com,Corey Chase,M,59
2685,GRZ,2023-06-15,2025-06-08,724,Thursday,259331,USD,50936,500000,149098,0.101872,2.927163499293231,0.298196,20-45,F,hansenfaith,mooreraymond@example.net,Patrick Davis,M,71
2686,KTR,2023-12-11,2024-06-20,192,Monday,249374,USD,7422,499999,48798,0.014844029688059377,6.574777687954729,0.09759619519239038,25-40,B,hansenfaith,mooreraymond@example.net,Patrick Davis,M,71
